,Token,Lemma,Pos,Chunklabel,DepREL,Previous,PTokenPos,Negation
1,be,be,AUX,VB,aux,will,VERB,O
1,fluttering,fluttering,PROPN,NNP,ccomp,be,AUX,O
1,in,in,ADP,IN,prep,fluttering,PROPN,O
1,our,-PRON-,DET,PRP$,poss,in,ADP,O
1,net,net,ADJ,JJ,pobj,our,DET,O
1,as,as,SCONJ,IN,advmod,net,ADJ,O
1,helpless,helpless,PROPN,NNP,advmod,as,SCONJ,B-NEG
1,as,as,SCONJ,IN,prep,helpless,PROPN,O
1,one,one,NUM,CD,pobj,as,SCONJ,O
1,of,of,ADP,IN,prep,one,NUM,O
1,his,-PRON-,DET,PRP$,poss,of,ADP,O
1,own,own,ADJ,JJ,amod,his,DET,O
1,butterflies,butterfly,NOUN,NNS,pobj,own,ADJ,O
1,.,.,PUNCT,.,punct,butterflies,NOUN,O
1,A,a,DET,DT,det,'',PUNCT,O
1,pin,pin,VERB,VB,ROOT,A,DET,O
1,",",",",PUNCT,",",punct,pin,VERB,O
1,a,a,X,LS,det,",",PUNCT,O
1,cork,cork,NOUN,NN,appos,a,X,O
1,",",",",PUNCT,",",punct,cork,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,a,a,X,LS,det,and,CCONJ,O
1,card,card,NOUN,NN,conj,a,X,O
1,",",",",PUNCT,",",punct,card,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,we,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,add,add,VERB,VB,conj,we,PRON,O
1,him,-PRON-,PRON,PRP,dobj,add,VERB,O
1,to,to,ADP,IN,prep,him,PRON,O
1,the,the,DET,DT,det,to,ADP,O
1,Baker,Baker,PROPN,NNP,compound,the,DET,O
1,Street,street,NOUN,NN,compound,Baker,PROPN,O
1,collection,collection,NOUN,NN,pobj,Street,NOUN,O
1,!,!,PUNCT,.,punct,collection,NOUN,O
1,'','',PUNCT,'',punct,!,PUNCT,O
1,He,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,burst,burst,PROPN,NNP,ROOT,He,PRON,O
1,into,into,ADP,IN,prep,burst,PROPN,O
1,one,one,NUM,CD,pobj,into,ADP,O
1,of,of,ADP,IN,prep,one,NUM,O
1,his,-PRON-,DET,PRP$,poss,of,ADP,O
1,rare,rare,ADJ,JJ,amod,his,DET,O
1,fits,fit,NOUN,NNS,pobj,rare,ADJ,O
1,of,of,ADP,IN,prep,fits,NOUN,O
1,laughter,laughter,NOUN,NN,pobj,of,ADP,O
1,as,as,SCONJ,IN,mark,laughter,NOUN,O
1,he,-PRON-,PRON,PRP,nsubj,as,SCONJ,O
1,turned,turn,VERB,VBN,advcl,he,PRON,O
1,away,away,ADV,RB,advmod,turned,VERB,O
1,from,from,ADP,IN,prep,away,ADV,O
1,the,the,DET,DT,det,from,ADP,O
1,picture,picture,NOUN,NN,pobj,the,DET,O
1,.,.,PUNCT,.,punct,picture,NOUN,O
1,I,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,have,have,AUX,VBP,aux,I,PRON,O
1,not,not,PART,RB,neg,have,AUX,B-NEG
1,heard,hear,VERB,VBN,ROOT,not,PART,O
1,him,-PRON-,PRON,PRP,nsubj,heard,VERB,O
1,laugh,laugh,PROPN,NNP,ccomp,him,PRON,O
1,often,often,ADV,RB,advmod,laugh,PROPN,O
1,",",",",PUNCT,",",punct,often,ADV,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,it,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,has,have,AUX,VBZ,aux,it,PRON,O
1,always,always,ADV,RB,advmod,has,AUX,O
1,boded,bode,VERB,VBD,conj,always,ADV,O
1,ill,ill,PROPN,NNP,oprd,boded,VERB,O
1,to,to,ADP,IN,prep,ill,PROPN,O
1,somebody,somebody,PRON,NN,pobj,to,ADP,O
1,.,.,PUNCT,.,punct,somebody,PRON,O
1,I,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,was,be,AUX,VBD,ROOT,I,PRON,O
1,up,up,ADV,RB,advmod,was,AUX,O
1,betimes,betime,NOUN,NNS,attr,up,ADV,O
1,in,in,ADP,IN,prep,betimes,NOUN,O
1,the,the,DET,DT,det,in,ADP,O
1,morning,morning,NOUN,NN,pobj,the,DET,O
1,",",",",PUNCT,",",punct,morning,NOUN,O
1,but,but,CCONJ,CC,cc,",",PUNCT,O
1,Holmes,Holmes,PROPN,NNP,nsubj,but,CCONJ,O
1,was,be,AUX,VBD,conj,Holmes,PROPN,O
1,afoot,afoot,PROPN,NNP,acomp,was,AUX,O
1,earlier,early,ADV,RBR,advmod,afoot,PROPN,O
1,still,still,ADV,RB,advmod,earlier,ADV,O
1,",",",",PUNCT,",",punct,still,ADV,O
1,for,for,ADP,IN,mark,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,for,ADP,O
1,saw,see,VERB,VBD,advcl,I,PRON,O
1,him,-PRON-,PRON,PRP,dobj,saw,VERB,O
1,as,as,SCONJ,IN,mark,him,PRON,O
1,I,-PRON-,PRON,PRP,nsubj,as,SCONJ,O
1,dressed,dress,VERB,VBN,advcl,I,PRON,O
1,",",",",PUNCT,",",punct,dressed,VERB,O
1,coming,come,VERB,VBG,conj,",",PUNCT,O
1,up,up,ADV,RB,prt,coming,VERB,O
1,the,the,DET,DT,det,up,ADV,O
1,drive,drive,VERB,VB,dobj,the,DET,O
1,.,.,PUNCT,.,punct,drive,VERB,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Yes,yes,INTJ,UH,intj,``,PUNCT,O
1,",",",",PUNCT,",",punct,Yes,INTJ,O
1,we,-PRON-,PRON,PRP,nsubj,",",PUNCT,O
1,should,should,VERB,MD,aux,we,PRON,O
1,have,have,AUX,VBP,ccomp,should,VERB,O
1,a,a,X,LS,det,have,AUX,O
1,full,full,ADJ,JJ,amod,a,X,O
1,day,day,NOUN,NN,dobj,full,ADJ,O
1,today,today,NOUN,NN,npadvmod,day,NOUN,O
1,",",",",PUNCT,",",punct,today,NOUN,O
1,'','',PUNCT,'',punct,",",PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,remarked,remark,VERB,VBN,ROOT,he,PRON,O
1,",",",",PUNCT,",",punct,remarked,VERB,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,rubbed,rub,VERB,VBN,conj,he,PRON,O
1,his,-PRON-,DET,PRP$,poss,rubbed,VERB,O
1,hands,hand,NOUN,NNS,dobj,his,DET,O
1,with,with,ADP,IN,prep,hands,NOUN,O
1,the,the,DET,DT,det,with,ADP,O
1,joy,joy,NOUN,NN,pobj,the,DET,O
1,of,of,ADP,IN,prep,joy,NOUN,O
1,action,action,NOUN,NN,pobj,of,ADP,O
1,.,.,PUNCT,.,punct,action,NOUN,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,The,the,DET,DT,det,``,PUNCT,O
1,nets,net,NOUN,NNS,nsubj,The,DET,O
1,are,be,AUX,VBP,ROOT,nets,NOUN,O
1,all,all,DET,DT,dep,are,AUX,O
1,in,in,ADP,IN,prep,all,DET,O
1,place,place,NOUN,NN,pobj,in,ADP,O
1,",",",",PUNCT,",",punct,place,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,the,the,DET,DT,det,and,CCONJ,O
1,drag,drag,VERB,VB,nsubj,the,DET,O
1,is,be,AUX,VBZ,conj,drag,VERB,O
1,about,about,ADP,IN,acomp,is,AUX,O
1,to,to,ADP,IN,aux,about,ADP,O
1,begin,begin,VERB,VB,xcomp,to,ADP,O
1,.,.,PUNCT,.,punct,begin,VERB,O
1,We,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,'ll,will,VERB,MD,aux,We,PRON,O
1,know,know,VERB,VB,ROOT,'ll,VERB,O
1,before,before,ADP,IN,mark,know,VERB,O
1,the,the,DET,DT,det,before,ADP,O
1,day,day,NOUN,NN,nsubj,the,DET,O
1,is,be,AUX,VBZ,advcl,day,NOUN,O
1,out,out,ADP,RP,advmod,is,AUX,O
1,whether,whether,SCONJ,IN,mark,out,ADP,O
1,we,-PRON-,PRON,PRP,nsubj,whether,SCONJ,O
1,have,have,AUX,VBP,aux,we,PRON,O
1,caught,catch,VERB,VBN,ccomp,have,AUX,O
1,our,-PRON-,DET,PRP$,poss,caught,VERB,O
1,big,big,ADJ,JJ,amod,our,DET,O
1,",",",",PUNCT,",",punct,big,ADJ,O
1,leanjawed,leanjawe,VERB,VBN,amod,",",PUNCT,O
1,pike,pike,ADJ,JJ,dobj,leanjawed,VERB,O
1,",",",",PUNCT,",",punct,pike,ADJ,O
1,or,or,CCONJ,CC,cc,",",PUNCT,O
1,whether,whether,SCONJ,IN,mark,or,CCONJ,O
1,he,-PRON-,PRON,PRP,nsubj,whether,SCONJ,O
1,has,have,AUX,VBZ,aux,he,PRON,O
1,got,get,VERB,VBD,conj,has,AUX,O
1,through,through,ADP,IN,prep,got,VERB,O
1,the,the,DET,DT,det,through,ADP,O
1,meshes,meshes,PROPN,NNP,pobj,the,DET,O
1,.,.,PUNCT,.,punct,meshes,PROPN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,Have,have,AUX,VBP,aux,``,PUNCT,O
1,you,-PRON-,PRON,PRP,nsubj,Have,AUX,O
1,been,be,AUX,VBN,ROOT,you,PRON,O
1,on,on,ADP,IN,prep,been,AUX,O
1,the,the,DET,DT,det,on,ADP,O
1,moor,moor,PROPN,NNP,pobj,the,DET,O
1,already,already,ADV,RB,advmod,moor,PROPN,O
1,?,?,PUNCT,.,punct,already,ADV,O
1,'','',PUNCT,'',punct,?,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,have,have,AUX,VBP,aux,I,PRON,O
1,sent,send,VERB,VBN,ROOT,have,AUX,O
1,a,a,X,LS,det,sent,VERB,O
1,report,report,NOUN,NN,dobj,a,X,O
1,from,from,ADP,IN,prep,report,NOUN,O
1,Grimpen,Grimpen,PROPN,NNP,pobj,from,ADP,O
1,to,to,ADP,IN,prep,Grimpen,PROPN,O
1,Princetown,princetown,NOUN,NN,pobj,to,ADP,O
1,as,as,SCONJ,IN,prep,Princetown,NOUN,O
1,to,to,ADP,IN,prep,as,SCONJ,O
1,the,the,DET,DT,det,to,ADP,O
1,death,death,NOUN,NN,pobj,the,DET,O
1,of,of,ADP,IN,prep,death,NOUN,O
1,Selden,Selden,PROPN,NNP,pobj,of,ADP,O
1,.,.,PUNCT,.,punct,Selden,PROPN,O
1,I,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,think,think,VERB,VB,ROOT,I,PRON,O
1,I,-PRON-,PRON,PRP,nsubj,think,VERB,O
1,can,can,VERB,MD,aux,I,PRON,O
1,promise,promise,VERB,VB,ccomp,can,VERB,O
1,that,that,SCONJ,IN,mark,promise,VERB,O
1,none,none,NOUN,NN,nsubjpass,that,SCONJ,B-NEG
1,of,of,ADP,IN,prep,none,NOUN,O
1,you,-PRON-,PRON,PRP,pobj,of,ADP,O
1,will,will,VERB,MD,aux,you,PRON,O
1,be,be,AUX,VB,auxpass,will,VERB,O
1,troubled,trouble,VERB,VBN,ccomp,be,AUX,O
1,in,in,ADP,IN,prep,troubled,VERB,O
1,the,the,DET,DT,det,in,ADP,O
1,matter,matter,PROPN,NNP,pobj,the,DET,O
1,.,.,PUNCT,.,punct,matter,PROPN,O
1,And,and,CCONJ,CC,cc,'',PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,And,CCONJ,O
1,have,have,AUX,VBP,aux,I,PRON,O
1,also,also,ADV,RB,advmod,have,AUX,O
1,communicated,communicate,VERB,VBN,ROOT,also,ADV,O
1,with,with,ADP,IN,prep,communicated,VERB,O
1,my,-PRON-,DET,PRP$,poss,with,ADP,O
1,faithful,faithful,ADJ,JJ,amod,my,DET,O
1,Cartwright,cartwright,NOUN,NN,pobj,faithful,ADJ,O
1,",",",",PUNCT,",",punct,Cartwright,NOUN,O
1,who,who,PRON,WP,nsubj,",",PUNCT,O
1,would,would,VERB,MD,aux,who,PRON,O
1,certainly,certainly,ADV,RB,advmod,would,VERB,O
1,have,have,AUX,VBP,aux,certainly,ADV,O
1,pined,pine,VERB,VBN,relcl,have,AUX,O
1,away,away,ADV,RB,advmod,pined,VERB,O
1,at,at,ADP,IN,prep,away,ADV,O
1,the,the,DET,DT,det,at,ADP,O
1,door,door,PROPN,NNP,pobj,the,DET,O
1,of,of,ADP,IN,prep,door,PROPN,O
1,my,-PRON-,DET,PRP$,poss,of,ADP,O
1,hut,hut,PROPN,NNP,pobj,my,DET,O
1,",",",",PUNCT,",",punct,hut,PROPN,O
1,as,as,SCONJ,IN,mark,",",PUNCT,O
1,a,a,X,LS,det,as,SCONJ,O
1,dog,dog,NOUN,NN,nsubj,a,X,O
1,does,do,AUX,VBZ,advcl,dog,NOUN,O
1,at,at,ADP,IN,prep,does,AUX,O
1,his,-PRON-,DET,PRP$,poss,at,ADP,O
1,master,master,PROPN,NNP,poss,his,DET,O
1,'s,be,AUX,VBZ,case,master,PROPN,O
1,grave,grave,PROPN,NNP,pobj,'s,AUX,O
1,",",",",PUNCT,",",punct,grave,PROPN,O
1,if,if,SCONJ,IN,mark,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,if,SCONJ,O
1,had,have,AUX,VBD,aux,I,PRON,O
1,not,not,PART,RB,neg,had,AUX,B-NEG
1,set,set,VERB,VBN,advcl,not,PART,O
1,his,-PRON-,DET,PRP$,poss,set,VERB,O
1,mind,mind,NOUN,NN,dobj,his,DET,O
1,at,at,ADP,IN,prep,mind,NOUN,O
1,rest,rest,VERB,VB,pobj,at,ADP,O
1,about,about,ADP,IN,prep,rest,VERB,O
1,my,-PRON-,DET,PRP$,poss,about,ADP,O
1,safety,safety,NOUN,NN,pobj,my,DET,O
1,.,.,PUNCT,.,punct,safety,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,What,what,PRON,WP,attr,``,PUNCT,O
1,is,be,AUX,VBZ,ROOT,What,PRON,O
1,the,the,DET,DT,det,is,AUX,O
1,next,next,ADJ,JJ,amod,the,DET,O
1,move,move,VERB,VB,attr,next,ADJ,O
1,?,?,PUNCT,.,punct,move,VERB,O
1,'','',PUNCT,'',punct,?,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,To,to,ADP,IN,aux,``,PUNCT,O
1,see,see,VERB,VB,ROOT,To,ADP,O
1,Sir,Sir,PROPN,NNP,compound,see,VERB,O
1,Henry,Henry,PROPN,NNP,dobj,Sir,PROPN,O
1,.,.,PUNCT,.,punct,Henry,PROPN,O
1,Ah,ah,INTJ,UH,intj,'',PUNCT,O
1,",",",",PUNCT,",",punct,Ah,INTJ,O
1,here,here,ADV,RB,advmod,",",PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,here,ADV,O
1,is,be,AUX,VBZ,ROOT,he,PRON,O
1,!,!,PUNCT,.,punct,is,AUX,O
1,'','',PUNCT,'',punct,!,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Good-morning,good-morning,NOUN,NN,advcl,``,PUNCT,O
1,",",",",PUNCT,",",punct,Good-morning,NOUN,O
1,Holmes,Holmes,PROPN,NNP,npadvmod,",",PUNCT,O
1,",",",",PUNCT,",",punct,Holmes,PROPN,O
1,'','',PUNCT,'',punct,",",PUNCT,O
1,said,say,VERB,VBD,ROOT,'',PUNCT,O
1,the,the,DET,DT,det,said,VERB,O
1,baronet,baronet,PROPN,NNP,nsubj,the,DET,O
1,.,.,PUNCT,.,punct,baronet,PROPN,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,You,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,look,look,VERB,VB,ROOT,You,PRON,O
1,like,like,SCONJ,IN,prep,look,VERB,O
1,a,a,X,LS,det,like,SCONJ,O
1,general,general,ADJ,JJ,pobj,a,X,O
1,who,who,PRON,WP,nsubj,general,ADJ,O
1,is,be,AUX,VBZ,aux,who,PRON,O
1,planning,planning,NOUN,NN,relcl,is,AUX,O
1,a,a,X,LS,det,planning,NOUN,O
1,battle,battle,NOUN,NN,dobj,a,X,O
1,with,with,ADP,IN,prep,battle,NOUN,O
1,his,-PRON-,DET,PRP$,poss,with,ADP,O
1,chief,chief,NOUN,NN,pobj,his,DET,O
1,of,of,ADP,IN,prep,chief,NOUN,O
1,the,the,DET,DT,det,of,ADP,O
1,staff,staff,NOUN,NN,pobj,the,DET,O
1,.,.,PUNCT,.,punct,staff,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,That,that,DET,DT,nsubj,``,PUNCT,O
1,is,be,AUX,VBZ,ROOT,That,DET,O
1,the,the,DET,DT,det,is,AUX,O
1,exact,exact,PROPN,NNP,amod,the,DET,O
1,situation,situation,NOUN,NN,attr,exact,PROPN,O
1,.,.,PUNCT,.,punct,situation,NOUN,O
1,Watson,Watson,PROPN,NNP,nsubj,'',PUNCT,O
1,was,be,AUX,VBD,aux,Watson,PROPN,O
1,asking,ask,VERB,VBG,ROOT,was,AUX,O
1,for,for,ADP,IN,prep,asking,VERB,O
1,orders,order,NOUN,NNS,pobj,for,ADP,O
1,.,.,PUNCT,.,punct,orders,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,And,and,CCONJ,CC,cc,``,PUNCT,O
1,so,so,ADV,RB,advmod,And,CCONJ,O
1,do,do,AUX,VB,ROOT,so,ADV,O
1,I,-PRON-,PRON,PRP,nsubj,do,AUX,O
1,.,.,PUNCT,.,punct,I,PRON,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Very,very,ADV,RB,advmod,``,PUNCT,O
1,good,good,ADJ,JJ,ROOT,Very,ADV,O
1,.,.,PUNCT,.,punct,good,ADJ,O
1,You,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,are,be,AUX,VBP,ROOT,You,PRON,O
1,engaged,engage,VERB,VBN,acomp,are,AUX,O
1,",",",",PUNCT,",",punct,engaged,VERB,O
1,as,as,SCONJ,IN,mark,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,as,SCONJ,O
1,understand,understand,VERB,VB,advcl,I,PRON,O
1,",",",",PUNCT,",",punct,understand,VERB,O
1,to,to,ADP,IN,aux,",",PUNCT,O
1,dine,dine,PROPN,NNP,xcomp,to,ADP,O
1,with,with,ADP,IN,prep,dine,PROPN,O
1,our,-PRON-,DET,PRP$,poss,with,ADP,O
1,friends,friend,NOUN,NNS,pobj,our,DET,O
1,the,the,DET,DT,det,friends,NOUN,O
1,Stapletons,stapleton,NOUN,NNS,appos,the,DET,O
1,tonight,tonight,NOUN,NN,npadvmod,Stapletons,NOUN,O
1,.,.,PUNCT,.,punct,tonight,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,hope,hope,PROPN,NNP,ROOT,I,PRON,O
1,that,that,SCONJ,IN,mark,hope,PROPN,O
1,you,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,will,will,VERB,MD,aux,you,PRON,O
1,come,come,VERB,VB,ccomp,will,VERB,O
1,also,also,ADV,RB,advmod,come,VERB,O
1,.,.,PUNCT,.,punct,also,ADV,O
1,They,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,are,be,AUX,VBP,ROOT,They,PRON,O
1,very,very,ADV,RB,advmod,are,AUX,O
1,hospitable,hospitable,ADJ,JJ,amod,very,ADV,O
1,people,people,NOUN,NNS,attr,hospitable,ADJ,O
1,",",",",PUNCT,",",punct,people,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,am,be,AUX,VBP,conj,I,PRON,O
1,sure,sure,INTJ,UH,acomp,am,AUX,O
1,that,that,SCONJ,IN,mark,sure,INTJ,O
1,they,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,would,would,VERB,MD,aux,they,PRON,O
1,be,be,AUX,VB,ccomp,would,VERB,O
1,very,very,ADV,RB,advmod,be,AUX,O
1,glad,glad,ADJ,JJ,acomp,very,ADV,O
1,to,to,ADP,IN,aux,glad,ADJ,O
1,see,see,VERB,VB,xcomp,to,ADP,O
1,you,-PRON-,PRON,PRP,dobj,see,VERB,O
1,.,.,PUNCT,.,punct,you,PRON,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,fear,fear,NOUN,NN,ROOT,I,PRON,O
1,that,that,SCONJ,IN,mark,fear,NOUN,O
1,Watson,Watson,PROPN,NNP,nsubj,that,SCONJ,O
1,and,and,CCONJ,CC,cc,Watson,PROPN,O
1,I,-PRON-,PRON,PRP,conj,and,CCONJ,O
1,must,must,VERB,MD,aux,I,PRON,O
1,go,go,VERB,VB,ccomp,must,VERB,O
1,to,to,ADP,IN,prep,go,VERB,O
1,London,London,PROPN,NNP,pobj,to,ADP,O
1,.,.,PUNCT,.,punct,London,PROPN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,To,to,ADP,IN,ROOT,``,PUNCT,O
1,London,London,PROPN,NNP,pobj,To,ADP,O
1,?,?,PUNCT,.,punct,London,PROPN,O
1,'','',PUNCT,'',punct,?,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,Yes,yes,INTJ,UH,intj,``,PUNCT,O
1,",",",",PUNCT,",",punct,Yes,INTJ,O
1,I,-PRON-,PRON,PRP,nsubj,",",PUNCT,O
1,think,think,VERB,VB,ROOT,I,PRON,O
1,that,that,SCONJ,IN,mark,think,VERB,O
1,we,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,should,should,VERB,MD,aux,we,PRON,O
1,be,be,AUX,VB,ccomp,should,VERB,O
1,more,more,ADJ,JJR,advmod,be,AUX,O
1,useful,useful,ADJ,JJ,acomp,more,ADJ,O
1,there,there,ADV,RB,advmod,useful,ADJ,O
1,at,at,ADP,IN,prep,there,ADV,O
1,the,the,DET,DT,det,at,ADP,O
1,present,present,ADJ,JJ,amod,the,DET,O
1,juncture,juncture,NOUN,NN,pobj,present,ADJ,O
1,.,.,PUNCT,.,punct,juncture,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,The,the,DET,DT,det,.,PUNCT,O
1,baronet,baronet,PROPN,NNP,poss,The,DET,O
1,'s,be,AUX,VBZ,case,baronet,PROPN,O
1,face,face,NOUN,NN,nsubj,'s,AUX,O
1,perceptibly,perceptibly,ADV,RB,advmod,face,NOUN,O
1,lengthened,lengthen,VERB,VBN,ROOT,perceptibly,ADV,O
1,.,.,PUNCT,.,punct,lengthened,VERB,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,hoped,hope,VERB,VBD,ROOT,I,PRON,O
1,that,that,SCONJ,IN,mark,hoped,VERB,O
1,you,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,were,be,AUX,VBD,aux,you,PRON,O
1,going,go,VERB,VBG,ccomp,were,AUX,O
1,to,to,ADP,IN,aux,going,VERB,O
1,see,see,VERB,VB,xcomp,to,ADP,O
1,me,-PRON-,PRON,PRP,dobj,see,VERB,O
1,through,through,ADP,IN,prep,me,PRON,O
1,this,this,DET,DT,det,through,ADP,O
1,business,business,NOUN,NN,pobj,this,DET,O
1,.,.,PUNCT,.,punct,business,NOUN,O
1,The,the,DET,DT,det,'',PUNCT,O
1,Hall,hall,NOUN,NN,nsubj,The,DET,O
1,and,and,CCONJ,CC,cc,Hall,NOUN,O
1,the,the,DET,DT,det,and,CCONJ,O
1,moor,moor,PROPN,NNP,conj,the,DET,O
1,are,be,AUX,VBP,ROOT,moor,PROPN,O
1,not,not,PART,RB,neg,are,AUX,B-NEG
1,very,very,ADV,RB,advmod,not,PART,O
1,pleasant,pleasant,ADJ,JJ,amod,very,ADV,O
1,places,place,NOUN,NNS,attr,pleasant,ADJ,O
1,when,when,ADV,WRB,advmod,places,NOUN,O
1,one,one,NUM,CD,nsubj,when,ADV,O
1,is,be,AUX,VBZ,advcl,one,NUM,O
1,alone,alone,ADV,RB,acomp,is,AUX,O
1,.,.,PUNCT,.,punct,alone,ADV,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,My,-PRON-,DET,PRP$,poss,``,PUNCT,O
1,dear,dear,ADJ,JJ,amod,My,DET,O
1,fellow,fellow,PROPN,NNP,npadvmod,dear,ADJ,O
1,",",",",PUNCT,",",punct,fellow,PROPN,O
1,you,-PRON-,PRON,PRP,nsubj,",",PUNCT,O
1,must,must,VERB,MD,aux,you,PRON,O
1,trust,trust,NOUN,NN,ROOT,must,VERB,O
1,me,-PRON-,PRON,PRP,dobj,trust,NOUN,O
1,implicitly,implicitly,ADV,RB,advmod,me,PRON,O
1,and,and,CCONJ,CC,cc,implicitly,ADV,O
1,do,do,AUX,VB,conj,and,CCONJ,O
1,exactly,exactly,ADV,RB,advmod,do,AUX,O
1,what,what,PRON,WP,dative,exactly,ADV,O
1,I,-PRON-,PRON,PRP,nsubj,what,PRON,O
1,tell,tell,VERB,VB,ccomp,I,PRON,O
1,you,-PRON-,PRON,PRP,dobj,tell,VERB,O
1,.,.,PUNCT,.,punct,you,PRON,O
1,You,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,can,can,VERB,MD,aux,You,PRON,O
1,tell,tell,VERB,VB,ROOT,can,VERB,O
1,your,-PRON-,DET,PRP$,poss,tell,VERB,O
1,friends,friend,NOUN,NNS,dobj,your,DET,O
1,that,that,SCONJ,IN,mark,friends,NOUN,O
1,we,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,should,should,VERB,MD,aux,we,PRON,O
1,have,have,AUX,VBP,aux,should,VERB,O
1,been,be,AUX,VBN,ccomp,have,AUX,O
1,happy,happy,ADJ,JJ,acomp,been,AUX,O
1,to,to,ADP,IN,aux,happy,ADJ,O
1,have,have,AUX,VBP,aux,to,ADP,O
1,come,come,VERB,VB,xcomp,have,AUX,O
1,with,with,ADP,IN,prep,come,VERB,O
1,you,-PRON-,PRON,PRP,pobj,with,ADP,O
1,",",",",PUNCT,",",punct,you,PRON,O
1,but,but,CCONJ,CC,cc,",",PUNCT,O
1,that,that,SCONJ,IN,mark,but,CCONJ,O
1,urgent,urgent,ADJ,JJ,amod,that,SCONJ,O
1,business,business,NOUN,NN,nsubj,urgent,ADJ,O
1,required,require,VERB,VBN,conj,business,NOUN,O
1,us,-PRON-,PRON,PRP,dobj,required,VERB,O
1,to,to,ADP,IN,aux,us,PRON,O
1,be,be,AUX,VB,xcomp,to,ADP,O
1,in,in,ADP,IN,prep,be,AUX,O
1,town,town,NOUN,NN,pobj,in,ADP,O
1,.,.,PUNCT,.,punct,town,NOUN,O
1,We,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,hope,hope,PROPN,NNP,ROOT,We,PRON,O
1,very,very,ADV,RB,advmod,hope,PROPN,O
1,soon,soon,ADV,RB,advmod,very,ADV,O
1,to,to,ADP,IN,aux,soon,ADV,O
1,return,return,NOUN,NN,xcomp,to,ADP,O
